time,roll,pitch
29.7322,-12.7710,-22.0284
29.7422,-14.7392,-21.0916
29.7508,-14.4304,-21.3785
29.7603,-13.2502,-21.0305
29.7700,-13.2356,-19.7561
29.7788,-12.9169,-20.1637
29.7882,-12.2497,-18.5427
29.7976,-11.3597,-18.3243
29.8072,-10.2732,-20.1185
29.8166,-12.1218,-20.1948
29.8266,-10.0848,-21.1624
29.8364,-11.4754,-20.5311
29.8463,-12.1142,-20.9692
29.8553,-13.4261,-21.2227
29.8658,-14.5966,-21.2114
29.8757,-12.4659,-21.3866
29.8846,-10.3736,-21.5874
29.8947,-9.9653,-21.1723
29.9043,-9.5925,-19.9122
29.9131,-6.0757,-19.4641
29.9231,-8.3060,-19.4073
29.9328,-8.9825,-20.6941
29.9414,-9.1885,-20.3935
29.9515,-8.5912,-20.5561
29.9613,-10.3466,-19.0553
29.9706,-11.9137,-18.8770
29.9800,-12.9575,-19.0151
29.9896,-11.4320,-20.9322
29.9990,-10.0548,-21.8353
30.0091,-10.7963,-19.7281
30.0203,-9.7602,-18.6394
30.0302,-8.9184,-19.4386
30.0507,-8.7043,-20.4531
30.0602,-13.2587,-17.5483
30.0696,-15.6257,-17.8704
30.0834,-14.2804,-17.6930
30.0933,-14.5937,-18.0464
30.1036,-14.7964,-17.5095
30.1137,-14.4846,-16.5794
30.1225,-15.0128,-16.8645
30.1326,-16.1063,-17.1143
30.1424,-12.6566,-18.1785
30.1511,-10.7665,-17.3452
30.1614,-8.2420,-17.8724
30.1712,-10.5892,-16.7268
30.1806,-11.3739,-17.6515
30.1902,-10.3695,-18.6440
30.2054,-9.8542,-19.2723
30.2143,-10.5231,-19.8181
30.2249,-11.5621,-20.1948
30.2353,-15.8027,-22.7606
30.2451,-14.4957,-23.6090
30.2547,-14.2790,-20.3818
30.2633,-12.6119,-20.0236
30.2732,-14.3073,-19.5547
30.2828,-13.3771,-18.7570
30.2915,-14.5939,-18.3697
30.3017,-13.7806,-17.8406
30.3114,-12.4599,-17.2688
30.3208,-11.2551,-14.7577
30.3306,-10.2415,-15.2342
30.3392,-11.3449,-15.5009
30.3523,-13.0868,-18.8917
30.3623,-13.6075,-17.7530
30.3710,-11.7105,-18.7454
30.3809,-10.4256,-20.1583
30.3902,-11.1347,-21.1467
30.4000,-12.7805,-19.5318
30.4097,-14.6520,-19.3562
30.4191,-14.5095,-19.1318
30.4291,-13.5554,-19.6833
30.4375,-13.9660,-18.9706
30.4479,-13.4589,-19.4504
30.4575,-13.1411,-18.0315
30.4668,-13.6771,-17.7775
30.4824,-14.0146,-17.7776
30.4910,-15.1440,-17.4060
30.5007,-16.5210,-20.4322
30.5105,-12.9433,-21.1048
30.5191,-11.6869,-20.5814
30.5293,-12.7999,-18.5993
30.5427,-12.3856,-20.2034
30.5524,-9.8323,-19.3409
30.5622,-13.4755,-14.9894
30.5708,-12.5725,-17.4195
30.5806,-12.5120,-17.9775
30.5902,-11.5615,-17.6152
30.5996,-10.9987,-17.6212
30.6096,-8.2219,-19.9092
30.6185,-11.2579,-16.1795
30.6288,-12.0671,-17.3724
30.6384,-15.5153,-16.4866
30.6478,-17.1490,-16.9551
30.6579,-15.7934,-17.1397
30.6666,-13.8619,-18.2879
30.6761,-13.7672,-20.6806
30.6856,-14.6085,-22.1708
30.6949,-15.4919,-20.7391
30.7050,-12.5493,-20.6571
30.7139,-8.9128,-19.3703
30.7240,-11.3808,-17.4304
30.7337,-10.5040,-19.1265
30.7433,-12.0027,-17.6329
30.7530,-13.5861,-17.3582
30.7631,-13.7498,-17.8656
30.7731,-12.6942,-18.3366
30.7829,-12.2525,-19.2613
30.7918,-14.2305,-19.2227
30.8013,-13.8152,-20.2863
30.8114,-11.9611,-20.2674
30.8212,-11.3343,-20.4567
30.8321,-10.3771,-20.6040
30.8407,-10.2776,-19.9116
30.8510,-10.1433,-19.8704
30.8616,-12.0694,-19.5124
30.8713,-11.5104,-19.2419
30.8808,-11.9143,-20.4099
30.8894,-11.2052,-19.9880
30.8997,-10.3445,-20.1335
30.9096,-12.5923,-19.3902
30.9183,-12.5223,-20.1078
30.9282,-12.7599,-19.4066
30.9385,-12.3983,-19.3148
30.9474,-14.6220,-18.4206
30.9572,-15.1765,-18.9380
30.9673,-15.2775,-18.0536
30.9773,-13.9284,-17.0901
30.9873,-13.8856,-18.8328
30.9976,-13.1663,-17.6902
31.0082,-12.2981,-17.8275
31.0184,-12.3221,-18.5807
31.0273,-12.8508,-17.9966
31.0369,-15.8648,-19.4947
31.0468,-13.0427,-20.6963
31.0563,-10.2273,-20.4993
31.0664,-11.8971,-18.8774
31.0765,-11.5760,-18.3243
31.0863,-12.4833,-16.6771
31.0963,-14.4573,-18.0438
31.1052,-13.5513,-17.7348
31.1156,-9.8855,-18.2779
31.1257,-11.6707,-17.0898
31.1344,-10.2297,-17.8517
31.1444,-11.9835,-16.9345
31.1545,-12.9534,-17.6184
31.1639,-14.4769,-18.7296
31.1738,-10.8861,-20.8174
31.1841,-12.2934,-16.6137
31.1944,-11.8649,-18.9834
31.2039,-12.6864,-17.1255
31.2127,-12.5490,-17.0845
31.2229,-13.0675,-16.9275
31.2326,-11.9342,-17.3841
31.2413,-11.3631,-17.5064
31.2508,-10.4457,-18.6712
31.2607,-12.3050,-17.1729
31.2705,-15.0804,-16.3934
31.2809,-15.9927,-16.8449
31.2907,-14.2492,-17.6978
31.3008,-12.8257,-18.4023
31.3113,-13.1002,-17.1855
31.3198,-13.6939,-17.3107
31.3295,-11.0912,-18.2016
31.3398,-11.5323,-17.4944
31.3490,-11.8378,-17.4549
31.3591,-12.2789,-17.1810
31.3688,-11.4140,-18.5010
31.3791,-10.4344,-20.2436
31.3898,-11.4536,-19.2588
31.4002,-13.4751,-17.7335
31.4100,-15.8417,-17.4504
31.4202,-15.0709,-16.4984
31.4289,-14.6833,-16.2680
31.4391,-12.4028,-17.0786
31.4493,-11.7830,-17.4207
31.4590,-12.2899,-16.7270
31.4694,-13.2972,-18.1513
31.4791,-13.6061,-17.9922
31.4888,-12.1821,-16.2315
31.4990,-12.6409,-16.6482
31.5082,-12.2487,-17.0874
31.5178,-13.3407,-16.4715
31.5274,-13.9417,-17.1858
31.5361,-14.7872,-18.6671
31.5469,-13.3583,-20.2921
31.5578,-12.7719,-19.2472
31.5671,-11.6396,-19.1925
31.5767,-10.6531,-18.0135
31.5869,-11.6767,-17.0964
31.5971,-13.3316,-17.4745
31.6078,-9.2882,-16.8739
31.6163,-10.0715,-15.6678
31.6263,-10.9476,-16.4631
31.6364,-11.6556,-15.5368
31.6450,-12.7003,-15.4226
31.6548,-15.1334,-17.3853
31.6647,-13.4718,-17.9914
31.6743,-14.3621,-16.8657
31.6847,-11.8225,-16.7838
31.6946,-13.1079,-17.1484
31.7047,-12.4015,-16.7598
31.7149,-13.1464,-16.5501
31.7237,-12.4196,-17.2656
31.7338,-13.7078,-16.7463
31.7438,-12.3898,-18.4033
31.7525,-11.2956,-18.7168
31.7631,-10.9494,-18.3764
31.7725,-11.4827,-17.4637
31.7817,-11.7566,-16.3823
31.7921,-11.7724,-17.3182
31.8009,-10.4864,-16.7619
31.8109,-10.4633,-17.1398
31.8316,-12.0742,-16.2346
31.8402,-12.9628,-15.3826
31.8503,-12.7840,-15.0823
31.8608,-14.7586,-15.5625
31.8696,-14.1307,-16.3441
31.8794,-13.5260,-15.6542
31.8893,-13.6276,-16.0097
31.8982,-13.8080,-15.9111
31.9080,-13.5393,-16.4140
31.9179,-13.7447,-16.4669
31.9276,-13.4546,-15.3833
31.9377,-12.7828,-16.1305
31.9465,-13.3174,-16.7894
31.9561,-12.6271,-18.2825
31.9662,-11.6267,-18.9323
31.9749,-13.3387,-18.5745
31.9845,-12.3972,-18.8296
31.9937,-14.3223,-17.5702
32.0038,-14.2819,-15.9506
32.0137,-14.1104,-16.1652
32.0230,-13.4214,-17.2824
32.0327,-12.0796,-17.3971
32.0415,-12.8079,-16.4533
32.0511,-11.5182,-17.5021
32.0609,-11.1680,-17.0958
32.0694,-10.3400,-17.6594
32.0795,-10.9549,-17.2789
32.0886,-13.4138,-16.1459
32.0982,-15.2367,-15.6657
32.1078,-15.4288,-15.1921
32.1164,-14.4080,-15.1164
32.1308,-13.4014,-15.3224
32.1449,-13.4234,-16.7841
32.1537,-14.0783,-15.3688
32.1639,-13.2261,-16.9694
32.1754,-12.9983,-16.4989
32.1853,-13.5496,-16.1429
32.1963,-16.3876,-15.0774
32.2172,-14.9656,-15.5144
32.2259,-13.3009,-16.1886
32.2354,-13.1134,-15.9884
32.2451,-12.5120,-15.2061
32.2546,-11.6095,-14.9931
32.2644,-11.1390,-15.9304
32.2729,-11.8342,-15.0613
32.2826,-11.1386,-16.6040
32.2927,-12.2395,-16.7253
32.3022,-12.2261,-16.3518
32.3125,-14.0575,-15.1238
32.3210,-14.0626,-15.8471
32.3306,-14.8794,-14.8352
32.3407,-13.6153,-16.7779
32.3491,-14.9481,-15.8241
32.3591,-13.7453,-16.2821
32.3678,-14.1679,-17.1605
32.3776,-13.7583,-16.4873
32.3874,-13.3324,-17.1361
32.3960,-12.1946,-17.0897
32.4059,-13.0571,-17.2755
32.4158,-13.5364,-15.6040
32.4253,-13.8937,-16.3892
32.4353,-11.7514,-17.6186
32.4439,-14.3022,-15.5059
32.4535,-14.6619,-16.5224
32.4637,-16.5936,-15.4394
32.4724,-16.6170,-14.5252
32.4817,-16.2549,-15.7914
32.4918,-15.0451,-15.8919
32.5013,-15.0022,-15.4582
32.5110,-14.5183,-15.6133
32.5195,-13.3310,-17.6257
32.5290,-13.3345,-15.7789
32.5387,-13.8982,-16.0812
32.5473,-12.2647,-16.3645
32.5570,-12.4026,-14.9416
32.5659,-14.6331,-14.3787
32.5753,-14.4800,-14.6736
32.5846,-15.1704,-13.7057
32.5933,-16.3569,-13.0261
32.6033,-16.7406,-14.1617
32.6128,-15.7433,-14.9249
32.6224,-13.6424,-16.4587
32.6326,-11.1171,-16.9161
32.6413,-12.4318,-14.5165
32.6508,-11.5417,-14.7310
32.6609,-11.5767,-15.8900
32.6705,-10.5759,-15.5959
32.6800,-15.0103,-14.4208
32.6891,-15.0051,-16.1583
32.6991,-15.5220,-15.9521
32.7092,-15.3956,-18.8652
32.7186,-18.8919,-15.2131
32.7284,-15.3973,-18.4206
32.7372,-15.6874,-14.8620
32.7468,-12.3177,-16.8800
32.7565,-10.5461,-15.2747
32.7653,-10.3601,-15.9932
32.7747,-8.5118,-17.5837
32.7846,-11.9069,-15.3809
32.7943,-14.3396,-15.5478
32.8039,-17.8973,-16.4110
32.8125,-17.3015,-15.5251
32.8225,-14.5690,-19.3750
32.8327,-14.1558,-16.3085
32.8422,-12.2931,-17.2135
32.8519,-12.3616,-16.5602
32.8606,-11.6502,-14.2711
32.8701,-11.9246,-14.8680
32.8800,-12.7490,-14.2849
32.8884,-13.4400,-13.8579
32.8985,-15.4061,-16.6808
32.9076,-13.5125,-17.3217
32.9177,-18.2308,-15.7996
32.9273,-16.8099,-16.3996
32.9359,-13.6428,-19.5859
32.9461,-14.3503,-15.5285
32.9555,-11.9876,-16.8903
32.9655,-12.0155,-15.9416
32.9753,-10.9894,-15.7651
32.9841,-11.5875,-15.0047
32.9936,-12.4678,-13.3109
33.0036,-14.5104,-11.9310
33.0129,-12.6230,-14.3116
33.0225,-16.2819,-11.7293
33.0313,-16.6161,-13.3119
33.0412,-17.3922,-13.0416
33.0508,-17.5100,-15.3606
33.0595,-16.3314,-15.5915
33.0696,-16.4438,-14.2243
33.0788,-14.5986,-12.1488
33.0887,-10.9038,-13.9566
33.0983,-12.2647,-11.9683
33.1078,-11.2840,-13.0117
33.1180,-13.7317,-11.4909
33.1274,-13.0474,-14.4436
33.1372,-16.0127,-11.8963
33.1474,-16.3148,-13.4082
33.1570,-19.4595,-11.2616
33.1676,-16.1786,-12.7804
33.1762,-16.4705,-11.4620
33.1864,-15.7437,-11.8802
33.1967,-15.1654,-13.7102
33.2063,-13.5113,-14.0650
33.2160,-13.1281,-15.0972
33.2250,-13.9983,-14.9008
33.2352,-13.7496,-14.9634
33.2456,-12.2893,-16.0960
33.2552,-13.7502,-13.0241
33.2656,-13.4131,-13.4713
33.2743,-13.6721,-12.8258
33.2848,-12.8300,-12.5072
33.2949,-13.5585,-11.4878
33.3047,-13.4932,-11.5844
33.3152,-12.9403,-11.6606
33.3243,-15.1122,-8.5677
33.3342,-15.2388,-9.7433
33.3438,-14.4772,-11.8527
33.3540,-14.2199,-13.2081
33.3639,-15.0542,-11.5160
33.3734,-14.8052,-12.1965
33.3838,-16.6163,-12.3845
33.3930,-16.2007,-13.1592
33.4025,-15.5297,-13.2482
33.4123,-16.1629,-11.5078
33.4220,-17.5409,-10.5899
33.4324,-16.6557,-11.2140
33.4411,-16.3983,-11.8175
33.4507,-14.0602,-13.1660
33.4606,-12.9595,-13.9000
33.4807,-12.7887,-13.3812
33.4906,-12.1672,-15.2531
33.5002,-12.4845,-13.3431
33.5105,-12.3604,-13.4258
33.5202,-12.4998,-12.9212
33.5288,-13.4242,-14.3636
33.5388,-14.3935,-12.2583
33.5509,-15.9357,-10.7585
33.5608,-17.0812,-12.2018
33.5706,-15.9445,-10.6483
33.5796,-15.6880,-10.8862
33.5897,-14.8336,-11.4375
33.5992,-14.2907,-12.0702
33.6089,-13.6094,-12.6720
33.6189,-12.9691,-12.7509
33.6295,-15.1444,-11.8307
33.6387,-15.4185,-11.9663
33.6489,-15.1455,-11.3628
33.6575,-14.3696,-12.5078
33.6678,-13.7843,-12.2756
33.6780,-13.0406,-12.1098
33.6871,-12.6853,-11.4030
33.6972,-13.5389,-13.3059
33.7077,-12.5471,-12.3751
33.7164,-12.6164,-13.0428
33.7266,-11.7855,-13.6058
33.7365,-14.3820,-11.3214
33.7457,-13.1970,-11.6371
33.7553,-14.3996,-11.0316
33.7655,-13.7289,-11.7600
33.7746,-12.7585,-11.5724
33.7849,-12.6755,-10.9014
33.7945,-12.6555,-9.7383
33.8040,-14.0649,-9.2069
33.8144,-14.6307,-10.0410
33.8245,-16.4114,-9.6668
33.8343,-14.7504,-10.3246
33.8441,-14.7920,-9.7079
33.8551,-13.2380,-9.5537
33.8654,-12.0395,-8.7065
33.8753,-10.5004,-10.1770
33.8843,-11.0262,-8.9950
33.8946,-10.7073,-10.0672
33.9050,-10.8992,-10.0208
33.9136,-11.3022,-11.3884
33.9237,-12.4594,-11.8912
33.9339,-13.6247,-10.7750
33.9428,-13.9752,-11.1570
33.9525,-12.6644,-11.1890
33.9630,-12.4139,-10.7060
33.9719,-10.8474,-11.8419
33.9825,-10.4665,-11.0999
33.9919,-11.3167,-10.9438
34.0007,-11.6519,-10.7862
34.0107,-13.1149,-9.6301
34.0202,-13.3600,-10.1556
34.0300,-13.9847,-9.1376
34.0398,-15.1524,-8.8958
34.0505,-14.7953,-8.5153
34.0595,-13.2529,-9.0636
34.0699,-14.2855,-9.0250
34.0808,-11.4891,-10.3151
34.0899,-10.4217,-10.3637
34.0999,-10.1034,-11.9054
34.1099,-10.6190,-11.7681
34.1189,-12.8712,-9.4881
34.1296,-14.3034,-10.3313
34.1401,-13.8682,-8.7865
34.1503,-12.9364,-9.7966
34.1608,-12.4420,-10.3908
34.1705,-12.0931,-10.8024
34.1800,-12.4219,-9.9779
34.1900,-11.2020,-11.0137
34.1989,-11.6492,-10.2889
34.2087,-12.0763,-9.9505
34.2180,-13.0720,-9.9632
34.2266,-13.9466,-9.8785
34.2367,-13.4645,-10.3445
34.2463,-14.8267,-10.0723
34.2550,-13.0977,-11.1165
34.2651,-12.3017,-9.4372
34.2753,-12.1300,-9.3626
34.2843,-12.7821,-8.3763
34.2938,-11.2822,-7.9413
34.3037,-11.2183,-8.5045
34.3135,-10.6710,-9.3518
34.3238,-10.5007,-9.8878
34.3338,-13.2156,-10.6659
34.3440,-12.4299,-12.4445
34.3542,-12.4095,-11.5115
34.3632,-12.5898,-11.8492
34.3732,-12.1681,-11.0747
34.3832,-8.9348,-11.5393
34.3920,-9.6588,-9.7313
34.4021,-9.4246,-10.8469
34.4113,-9.9614,-10.5340
