time,roll,pitch,yaw
32.3105,-9.3167,-9.5310,166.6103
32.3294,-8.7052,-10.2775,166.4695
32.3471,-8.7529,-9.7751,166.8208
32.3657,-8.6131,-11.4845,165.5734
32.3835,-8.3685,-10.7291,166.3316
32.4019,-10.5086,-10.6246,164.9692
32.4201,-11.5782,-10.1401,164.5154
32.4381,-10.2754,-10.4332,165.2744
32.4562,-10.7727,-7.6154,166.7543
32.4742,-10.4756,-8.5686,166.4044
32.4923,-10.5135,-7.7567,166.8819
32.5106,-12.7972,-8.2462,164.6995
32.5283,-12.5558,-6.4148,165.8525
32.5467,-10.9436,-5.8016,167.5799
32.5649,-9.3454,-8.3293,167.4313
32.5830,-10.7843,-9.1261,165.8010
32.6016,-13.4475,-7.5782,164.4936
32.6196,-14.6684,-6.6340,163.8393
32.6381,-12.8829,-7.6759,164.9354
32.6560,-11.5091,-8.0591,165.8860
32.6744,-9.7926,-8.5656,166.9337
32.6925,-11.6042,-7.4597,166.1484
32.7107,-13.4041,-7.7600,164.4385
32.7286,-15.2088,-8.8365,162.3017
32.7472,-13.7200,-8.4283,163.8106
32.7649,-13.0256,-6.5058,165.3885
32.7833,-12.5547,-6.9015,165.6187
